Beraterparticipant	item	condition	sentence	completion	time	first_word	stemnoun	word	word_CORRECTED
25	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Mikroskop	6064	Mikroskop	Mikroskop	Mikroskop	Mikroskop
29	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Mikroskop	8478	Mikroskop	Mikroskop	Mikroskop	Mikroskop
33	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Mikroskop.	19923	Mikroskop	Mikroskop	Mikroskop	Mikroskop
37	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Mikroskop.	8562	Mikroskop	Mikroskop	Mikroskop	Mikroskop
41	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Mikroskop.	7157	Mikroskop	Mikroskop	Mikroskop	Mikroskop
45	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Mikrsokop	5881	Mikroskop	Mikroskop	Mikroskop	Mikroskop
53	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Mikroskop für die nötige Schärfe	15739	Mikroskop	Mikroskop	Mikroskop	Mikroskop
57	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Mikroskop.	8363	Mikroskop	Mikroskop	Mikroskop	Mikroskop
5	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	instrument dafür	11434	instrument	Instrument	Instrument	Instrument
61	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Vergrößerungsglas	10903	Vergrößerungsglas	Glas	Vergrößerungsglas	Vergrößerungsglas
65	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Ladegerät	16485	Ladegerät	Gerät	Ladegerät	Ladegerät
69	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Mikroskop.	6704	Mikroskop	Mikroskop	Mikroskop	Mikroskop
73	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Vergrößerungsglas dafür.	12608	Vergrößerungsglas	Glas	Vergrößerungsglas	Vergrößerungsglas
77	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Mikroskop	5925	Mikroskop	Mikroskop	Mikroskop	Mikroskop
81	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Mikroskop	14599	Mikroskop	Mikroskop	Mikroskop	Mikroskop
9	61	Constraining_a	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht ein besonderes	Biospähre.	18136	Biospähre	Biosphäre	Biospähre	Biosphäre
10	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Mikroskop	18915	Mikroskop	Mikroskop	Mikroskop	Mikroskop
14	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Assistenten als Unterstützung.	25610	Assistenten	Assistent	Assistenten	Assistenten
18	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Versuchsaufbau	16249	Versuchsaufbau	Aufbau	Versuchsaufbau	Versuchsaufbau
22	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Schutz	17575	Schutz	Schutz	Schutz	Schutz
26	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen		2159	NA	NA	NA	NA
2	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Grund um an einem weiteren Projekt teilnehmen zu können.	43414	Grund	Grund	Grund	Grund
30	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	TRägerstoff	13863	TRägerstoff	Stoff	Trägerstoff	Trägerstoff
34	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Lebensraum für die Bakterie. 	33702	Lebensraum	Raum	Lebensraum	Lebensraum
38	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Aufsatz für das Mikroskop um alles zu erkennen.	13327	Aufsatz	Aufsatz	Aufsatz	Aufsatz
42	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Blickwinkel	23667	Blickwinkel	Blick	Blickwinkel	Blickwinkel
46	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Assistenten.	13848	Assistenten	Assistent	Assistenten	Assistenten
100002	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Gegenstand dafür	41558	Gegenstand	Gegenstand	Gegenstand	Gegenstand
50	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Tag dafür.	23733	Tag	Tag	Tag	Tag
54	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Mikroskopaufsatz.	17358	Mikroskopaufsatz	Aufsatz	Mikroskopaufsatz	Mikroskopaufsatz
58	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Extrakt.	11625	Extrakt	Extrakt	Extrakt	Extrakt
62	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Blick	10082	Blick	Blick	Blick	Blick
66	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Kollegen	14256	Kollegen	Kollegen	Kollegen	Kollegen
6	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Mitarbeiter zur Hilfe	30642	Mitarbeiter	Arbeiter	Mitarbeiter	Mitarbeiter
70	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	wissenschaftlichen Untersuchungstisch	22192	wissenschaftlichen	Tisch	Wissenschaftlichen	Wissenschaftlichen
74	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Bakterienstamm	22063	Bakterienstamm	Stamm	Bakterienstamm	Bakterienstamm
78	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Lupenstab.	10058	Lupenstab	Stab	Lupenstab	Lupenstab
82	61	Constraining_b	Die Biologin möchte die merkwürdige Bakterie ganz genau beobachten. Sie braucht einen besonderen	Helfer dafür.	22322	Helfer	Helfer	Helfer	Helfer
11	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Mikroskop für die feineren Details	15232	Mikroskop	Mikroskop	Mikroskop	Mikroskop
15	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Mikroskop, damit sie sich das ganze genauer ansehen kann.	20253	Mikroskop	Mikroskop	Mikroskop	Mikroskop
19	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Mikroskop.	8985	Mikroskop	Mikroskop	Mikroskop	Mikroskop
23	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Merkmal	8806	Merkmal	Merkmal	Merkmal	Merkmal
31	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Präperat.	10436	Präperat	Präperat	Präperat	Präperat
35	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Labor, um ihre Studien durchzuführen.	28310	Labor	Labor	Labor	Labor
39	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Mikroskop, um mehr darüber zu erfahren-	19026	Mikroskop	Mikroskop	Mikroskop	Mikroskop
3	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Seehvermögen. 	11977	Seehvermögen	Vermögen	Seehvermögen	Seehvermögen
43	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Ergebnis, um mit ihrer Forshung an die Öffentlichkeit gehen zu können.	21772	Ergebnis	Ergebnis	Ergebnis	Ergebnis
47	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Mikroskop, um diese zu beobachten.	14560	Mikroskop	Mikroskop	Mikroskop	Mikroskop
100003	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Mikroskop	10876	Mikroskop	Mikroskop	Mikroskop	Mikroskop
51	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Exemplar, damit das Experiment glücken kann.	24720	Exemplar	Exemplar	Exemplar	Exemplar
55	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Auge.	15745	Auge	Auge	Auge	Auge
59	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	gutes Mikroskop.	11723	gutes	Mikroskop	Gutes	Gutes
63	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Lösungsmittel	11550	Lösungsmittel	Mittel	Lösungsmittel	Lösungsmittel
67	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Nahrungsmittel	14000	Nahrungsmittel	Mittel	Nahrungsmittel	Nahrungsmittel
71	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Mikroskop dafür	10503	Mikroskop	Mikroskop	Mikroskop	Mikroskop
75	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Mikroskop	8276	Mikroskop	Mikroskop	Mikroskop	Mikroskop
79	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Antibiotika	19369	Antibiotika	Antibiotika	Antibiotika	Antibiotika
7	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Beweisstück für ihre Studie	45181	Beweisstück	Stück	Beweisstück	Beweisstück
83	61	Non-constraining_a	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht ein besonderes	Maß an Ausdauer, um Stundenlang ein Bakterium zu beobachten	55918	Maß	Maß	Maß	Maß
12	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Angestellten der ihr hilft	22927	Angestellten	Angestellte	Angestellten	Angestellten
16	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Gestank	6710	Gestank	Gestank	Gestank	Gestank
20	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Aufsatz für ihr Mikroskop um all die Details sehen zu können, die sie für ihre Forschung benötigt.	38764	Aufsatz	Aufsatz	Aufsatz	Aufsatz
24	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Impuls	12674	Impuls	Impuls	Impuls	Impuls
28	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Freund, der sie am Einschlafen hindert.	53637	Freund	Freund	Freund	Freund
32	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Forschungsgegenstand für ihre Arbeit.	23620	Forschungsgegenstand	Gegenstand	Forschungsgegenstand	Forschungsgegenstand
36	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Lebensraum.	16621	Lebensraum	Raum	Lebensraum	Lebensraum
40	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Grund, diese nicht den Behörden zu melden.	16453	Grund	Grund	Grund	Grund
44	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Einfall, um es sich erklären zu können	21307	Einfall	Einfall	Einfall	Einfall
4	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Namen dafür.	8439	Namen	Namen	Namen	Namen
52	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Virus um sie zu zerstören.	14470	Virus	Virus	Virus	Virus
56	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Fortbewegungsmechanismus	12459	Fortbewegungsmechanismus	Mechanismus	Fortbewegungsmechanismus	Fortbewegungsmechanismus
60	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Blickwinkel	8943	Blickwinkel	Blick	Blickwinkel	Blickwinkel
64	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Schutz	9748	Schutz	Schutz	Schutz	Schutz
68	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	NAmen für das neue Exemplar, leider fällt ihr keiner ein.	38006	NAmen	Namen	Namen	Namen
72	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Keim	11186	Keim	Keim	Keim	Keim
76	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Namen	16651	Namen	Namen	Namen	Namen
80	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Namen für die neue Spezies	14871	Namen	Namen	Namen	Namen
8	61	Non-constraining_b	Die Biologin beobachtet nun seit Stunden die merkwürdige Bakterie. Sie braucht einen besonderen	Filter dafür	11710	Filter	Filter	Filter	Filter
12	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Drogensuchhund	9468	Drogensuchhund	Hund	Drogensuchhund	Drogensuchhund
16	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Hund	7613	Hund	Hund	Hund	Hund
20	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Drogenspürhund, um dem genauer nachzugehen.	17356	Drogenspürhund	Hund	Drogenspürhund	Drogenspürhund
24	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Hund	9699	Hund	Hund	Hund	Hund
28	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Hund und lässt ihn schnüffeln.	14697	Hund	Hund	Hund	Hund
32	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Hund.	13941	Hund	Hund	Hund	Hund
36	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Schäferhund.	9751	Schäferhund	Hund	Schäferhund	Schäferhund
40	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Vorschlughammer.	12017	Vorschlughammer	Hammer	Vorschlughammer	Vorschlughammer
44	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Drogenspürhund	10441	Drogenspürhund	Hund	Drogenspürhund	Drogenspürhund
4	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Spürhund aus dem Auto.	8637	Spürhund	Hund	Spürhund	Spürhund
52	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	100 Euro Schein aus seiner Geldbörse und versucht etwas zu kaufen.	36034	100	Schein	Schein	Schein
56	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Drogenspürhund	13232	Drogenspürhund	Hund	Drogenspürhund	Drogenspürhund
60	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Spürhund	6635	Spürhund	Hund	Spürhund	Spürhund
64	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Drogenspürhund	44418	Drogenspürhund	Hund	Drogenspürhund	Drogenspürhund
68	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Drogenspürhund.	9635	Drogenspürhund	Hund	Drogenspürhund	Drogenspürhund
72	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Suchhund	10463	Suchhund	Hund	Suchhund	Suchhund
76	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Spürhund	10009	Spürhund	Hund	Spürhund	Spürhund
80	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Spürhund	13012	Spürhund	Hund	Spürhund	Spürhund
8	62	Constraining_a	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt einen großen	Kollegen, der ihm bei der Einschüchterung helfen soll	38571	Kollegen	Kollegen	Kollegen	Kollegen
13	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Rohr.	18965	Rohr	Rohr	Rohr	Rohr
17	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Tier, welches diese erschnuppern soll.	19413	Tier	Tier	Tier	Tier
1	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Suchkommando	11257	Suchkommando	Kommando	Suchkommando	Suchkommando
21	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Polizeihund	14267	Polizeihund	Hund	Polizeihund	Polizeihund
25	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Scangerät	11471	Scangerät	Gerät	Scangerät	Scangerät
29	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	paar Tüten heraus um sie einzusacken	61384	paar	Tüte	Paar	Paar
33	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes		10144	NA	NA	NA	NA
37	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Testpapier hervor.	12461	Testpapier	Papier	Testpapier	Testpapier
41	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes		21127	NA	NA	NA	NA
45	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Team zur Sicherheit.	11542	Team	Team	Team	Team
53	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Sieb um die Ware zu sieben	22482	Sieb	Sieb	Sieb	Sieb
57	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Messer und schlitzt den Koffer auf.	11694	Messer	Messer	Messer	Messer
5	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	team und alle prüfen	18930	team	Team	Team	Team
61	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Brecheisen	21784	Brecheisen	Eisen	Brecheisen	Brecheisen
65	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Päckchen heraus	7956	Päckchen	Päckchen	Päckchen	Päckchen
69	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Brecheisen.	10446	Brecheisen	Eisen	Brecheisen	Brecheisen
73	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Brecheisen, um das Schloss des Koffers zu knacken.	16042	Brecheisen	Eisen	Brecheisen	Brecheisen
77	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Gewehr	6077	Gewehr	Gewehr	Gewehr	Gewehr
81	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Handy hervor	23728	Handy	Handy	Handy	Handy
9	62	Constraining_b	Der Grenzpolizist vermutet Drogen in dem Koffer. Er holt ein großes	Drogentest Sortiment.	36304	Drogentest	Test	Drogentest	Drogentest
10	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Hund	15294	Hund	Hund	Hund	Hund
14	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Drogentest für das Blutbild. 	27262	Drogentest	Test	Drogentest	Drogentest
18	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Drogenspürhund	7608	Drogenspürhund	Hund	Drogenspürhund	Drogenspürhund
22	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Zettel heraus	11813	Zettel	Zettel	Zettel	Zettel
26	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Stoßzahn stattdessen aus dem Koffer.	63361	Stoßzahn	Zahn	Stoßzahn	Stoßzahn
2	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Schreibblock aus seiner Tasche und notierte dies.	29283	Schreibblock	Block	Schreibblock	Schreibblock
30	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Zettel und füllt diesen aus.	14797	Zettel	Zettel	Zettel	Zettel
34	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Notizblock heraus, um sich das zu notieren. 	17721	Notizblock	Block	Notizblock	Notizblock
38	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Spürhund um auch das Auto abzusuchen.	16129	Spürhund	Hund	Spürhund	Spürhund
42	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Zettel	50589	Zettel	Zettel	Zettel	Zettel
46	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Beutel Schokolade zur Entschädigung.	26180	Beutel	Beutel	Beutel	Beutel
100002	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Hund und ließ trotzdem das gesamte Auto von ihm durchsuchen.	63123	Hund	Hund	Hund	Hund
50	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Koffer und packt den kleineren hinein.	29687	Koffer	Koffer	Koffer	Koffer
54	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Hund, der vielleicht doch noch etwas erschnüffelt. 	29635	Hund	Hund	Hund	Hund
58	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Sack.	4188	Sack	Sack	Sack	Sack
62	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Koffer	8505	Koffer	Koffer	Koffer	Koffer
66	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Hund	9000	Hund	Hund	Hund	Hund
6	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Schlagstock raus	19028	Schlagstock	Stock	Schlagstock	Schlagstock
70	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Joint und raucht ihn slebst	8809	Joint	Joint	Joint	Joint
74	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Hund heraus.	40300	Hund	Hund	Hund	Hund
78	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Beutel Drogen und legt sie hinein.	19275	Beutel	Beutel	Beutel	Beutel
82	62	Non-constraining_a	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt einen großen	Entschuldigungs-Knicks hervor.	59212	Entschuldigungs	Knicks	Entschuldigungs	Entschuldigungs
11	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Werkzeug, um den Kofferraum zu untersuchen	32358	Werkzeug	Zeug	Werkzeug	Werkzeug
15	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Formular und bestätigte alles	9215	Formular	Formular	Formular	Formular
19	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Formular.	43964	Formular	Formular	Formular	Formular
23	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Messer und überprüft den koffer nochmal	22855	Messer	Messer	Messer	Messer
31	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Papier und notiert den Vorgang.	14056	Papier	Papier	Papier	Papier
35	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Notizheft und beginnt mit seinem Bericht.	22124	Notizheft	Heft	Notizheft	Notizheft
39	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Buch aus seinem Auto und vermerkt das.	32136	Buch	Buch	Buch	Buch
3	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Buch. 	23044	Buch	Buch	Buch	Buch
43	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Formular um dies zu bestätigen.	10512	Formular	Formular	Formular	Formular
47	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Diktiergerät.	11866	Diktiergerät	Gerät	Diktiergerät	Diktiergerät
100003	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Fernglas	15142	Fernglas	Fernglas	Fernglas	Fernglas
51	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Einreiseformular zum Unterschrieben raus.	45174	Einreiseformular	Formular	Einreiseformular	Einreiseformular
55	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Ferkel raus.	69849	Ferkel	Ferkel	Ferkel	Ferkel
59	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Dokument hervor.+	8788	Dokument	Dokument	Dokument	Dokument
63	62	Non-constraining_b	Der Grenzpolizist fand keine Drogen in dem Koffer. Er holt ein großes	Gewehr aus dem Auto des Fahrers	26665	Gewehr	Gewehr	Gewehr	Gewehr
